"id","lat","lon","geometry","estaciones_servicio_200mts","estaciones_servicio_1000mts","subtes_200mts","subtes_1000mts","id_rc","porc_nbi","hacinamiento","densidad_pob","porc_mujeres","porc_varones","uni_privada_200mts","uni_publica_200mts","uni_privada_1000mts","uni_publica_1000mts","estadios_200mts","estadios_1000mts","river_1500mts","boca_1500mts","clubes_200mts","clubes_1000mts","tienda_mas_cercana","escuelas_cercanas_200m","escuelas_cercanas_1000m","paradas_cercanas_200m","paradas_cercanas_1000m","everdes_cercanos_200m","everdes_cercanos_1000m","hay_bicicleteros_200m","hospitales_cercanos_200m","hospitales_cercanos_1000m","distancia_al_hospital_mas_cercano","parroquias_cercanas_200m","parroquias_cercanas_1000m","comuna","negocios_cercanos_200m","negocios_cercanos_1000m","tiendas_cercanas_200m","supermercados_200m","supermercados_1000m","hipermercado_200m","hipermercado_1000m","autoservicio_200m","autoservicio_1000m","negocios_24hs_cercanos_1000m","negocios_findesemana_200m","mon_open","tue_open","wed_open","thu_open","fri_open","sat_open","sun_open","supermercado_chino","supermercado","producto_1","producto_2","producto_3","producto_4","producto_5","categoria_1","categoria_2","categoria_3","categoria_4","categoria_5"
"bytearray(b'$#\x90\x80g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5696397,-58.460164,"POINT (-58.460164 -34.5696397)",0,4,0,0,1044,0.0111940298507463,2.80970149253731,127490644.769271,0.571049136786189,0.428950863213811,0,0,0,0,0,0,0,0,0,1,144.423990668722,3,43,5,73,0,12,1,0,0,1364.09887402403,0,3,13,0,25,2,0,6,0,2,0,17,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7792798001712","7793147118822","7790240041460","7791728000962","7794450003478",195,194,9,71,74
"bytearray(b'$#\x91%g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.564817,-58.459916,"POINT (-58.45991600000002 -34.56481700000001)",0,4,0,2,1003,0.00355871886120996,2.34519572953737,485810803.822654,0.553869499241275,0.446130500758725,0,0,0,0,0,0,0,0,0,0,28.3080783928407,3,54,4,101,0,14,0,0,0,1242.97176245146,0,3,13,3,39,8,1,8,0,1,2,30,2,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7792798005888","7792798012947","7790290000523","7790290101602","0",194,197,0,0,0
"bytearray(b'$#^\xb8g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.597166,-58.4264419,"POINT (-58.42644189999999 -34.597166)",1,4,0,1,1674,0.0411311053984576,2.30077120822622,235861553.208967,0.547486033519553,0.452513966480447,0,0,1,3,0,0,0,0,0,4,165.138717703269,4,54,3,104,0,3,1,0,0,1536.62866560912,0,3,15,4,37,3,0,4,0,2,4,31,1,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7792798001965","7792798003563","7792798003587","0","0",194,0,0,0,0
"bytearray(b'$#_\xe4g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6021023,-58.4339448,"POINT (-58.433944800000006 -34.6021023)",0,2,0,2,1647,0.0174825174825175,2.31118881118881,447231817.76809,0.555219364599092,0.444780635400908,0,0,1,2,0,0,0,0,0,0,26.9871224954763,0,59,11,125,0,23,1,0,2,673.732264812192,0,1,15,2,34,14,0,2,0,2,2,30,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"779254026013","7795735000328","7793147570606","101310918427966","7792798005888",5,194,48,9,32
"bytearray(b'$#`\x9dg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5704722,-58.4795644,"POINT (-58.479564400000015 -34.57047219999999)",0,4,0,1,725,0.00914634146341463,2.31707317073171,206394559.98608,0.548684210526316,0.451315789473684,0,0,0,1,0,0,0,0,0,1,24.3441633915913,1,31,4,74,0,19,0,0,0,1195.54814162568,0,2,12,2,22,5,0,4,0,0,2,18,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790895646737","7790895646775","7798126080428","7790895006968","7790895067532",5,195,4,71,196
"bytearray(b'$#{\xcag\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5976676,-58.4420599,"POINT (-58.4420599 -34.59766760000001)",0,3,0,1,1585,0.107142857142857,2.31818181818182,401308896.395626,0.543417366946779,0.456582633053221,0,0,0,0,0,1,0,0,0,5,100.626020694381,5,43,9,104,0,3,1,0,0,1594.9495644375,0,2,15,2,25,6,0,2,0,0,2,23,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7790577002165","7790290001193","7790387013627","7790387014624","0",195,197,58,0,0
"bytearray(b'$#{Eg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6021718,-58.4360852,"POINT (-58.4360852 -34.6021718)",0,3,0,2,1645,0.00267379679144385,1.98663101604278,482715213.939164,0.600269179004038,0.399730820995962,0,0,0,2,0,0,0,0,0,0,0,2,53,5,133,0,23,0,0,3,731.528961645149,0,1,15,2,33,10,0,2,0,2,2,29,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7792798001712","7793147118822","7792798002788","7790315000446","7792798001323",194,6,195,197,55
"bytearray(b'$#}\x90g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5985469,-58.4389407,"POINT (-58.43894069999999 -34.5985469)",0,3,1,2,1662,0.0136612021857923,2.19945355191257,252324584.596559,0.563975155279503,0.436024844720497,0,0,0,0,0,0,0,0,0,3,29.4485768618745,6,51,7,117,0,7,1,0,0,1313.09617792251,0,2,15,3,29,11,0,2,0,1,3,26,0,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790290001193","7622300864934","77916495","7501064199847","7793147570606",197,194,5,195,54
"bytearray(b'$#~\xabg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5975365,-58.4324782,"POINT (-58.43247819999999 -34.5975365)",0,3,0,2,1675,0.0053475935828877,2.19786096256684,283802526.695454,0.538929440389294,0.461070559610706,0,0,1,1,0,0,0,0,0,4,106.342552882921,0,66,4,115,0,6,1,0,0,1289.58071257913,0,2,15,1,31,5,0,1,0,1,1,29,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798001293","7792798001927","366277935829245","7790895068096","7790895642081",194,5,9,3187,195
"bytearray(b'$#~Hg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5963152,-58.4367947,"POINT (-58.43679470000001 -34.5963152)",0,1,0,1,1668,0.00373134328358208,2.4589552238806,206256655.4037,0.581183611532625,0.418816388467375,0,0,0,0,0,0,0,0,0,4,26.3665739545239,0,57,3,116,0,4,1,0,0,1504.59924862407,0,2,15,0,35,7,0,2,0,1,0,32,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7798159944377","7798119220015","7791250001345","7790040872202","7791540049347",195,9,197,52,196
"bytearray(b'$#+\x84g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5866615,-58.4214994,"POINT (-58.42149939999999 -34.5866615)",0,1,0,2,1325,0.00549450549450549,1.94139194139194,535303188.132381,0.563207547169811,0.436792452830189,0,0,1,0,0,0,0,0,0,2,70.0692387041499,5,60,3,116,0,11,1,0,0,1462.43525328499,0,3,14,3,28,7,0,5,0,2,3,21,0,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798779277","7792798001712","7793147118884","7792798003563","7793147118822",194,195,9,197,0
"bytearray(b'$#+\xecg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5463213,-58.4688651,"POINT (-58.468865100000016 -34.5463213)",0,6,0,0,1053,0.0697247706422018,1.96880733944954,226895037.524187,0.536812674743709,0.463187325256291,0,0,0,0,0,0,0,0,0,4,27.8735354183973,2,27,4,70,0,18,0,0,0,2543.70834130236,0,3,13,3,23,3,1,2,0,0,2,21,2,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790206006106","7790895000782","7790895067532","17790580401310","70330183575",5,55,194,6,4
"bytearray(b'$#0\x88g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5657821,-58.4796219,"POINT (-58.4796219 -34.5657821)",1,3,0,0,721,0.0141643059490085,2.47592067988669,184109426.438816,0.537757437070938,0.462242562929062,0,0,0,1,0,0,0,0,0,2,2.56836535210018,4,26,6,58,2,23,1,0,1,956.192731744061,0,2,12,1,17,4,0,2,0,0,1,15,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798001965","7792798002528","7792798003563","7795232000524","0",194,195,0,0,0
"bytearray(b'$#1\xf5g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6000829,-58.3741082,"POINT (-58.3741082 -34.6000829)",0,0,0,9,232,0.00925925925925925,3.41666666666667,58572393.7034722,0.498644986449864,0.501355013550135,0,1,7,4,0,1,0,0,0,2,37.5565594312833,2,32,3,146,0,62,1,0,0,3595.86606179275,0,2,1,3,29,5,1,3,0,0,2,26,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798005888","7792798004652","7793147009175","1779380028199","7790040298804",194,55,82,48,193
"bytearray(b'$#2\xa5g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6116309,-58.371834,"POINT (-58.37183399999999 -34.6116309)",0,2,0,7,23,0.327433628318584,4.84955752212389,40267829.2762725,0.427919708029197,0.572080291970803,1,0,10,4,0,0,0,0,0,2,116.718644452583,4,57,4,119,0,27,1,0,0,2352.79467195691,0,2,1,3,24,5,0,2,0,0,3,22,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7790380002734","77965295","77975737","7792798005888","Promocongreso5",194,55,57,5,4
"bytearray(b'$#4\x0eg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6222746,-58.3783288,"POINT (-58.37832879999999 -34.6222746)",0,5,1,5,119,0.188405797101449,1.93115942028985,128383586.602145,0.523452157598499,0.476547842401501,1,0,3,0,0,0,0,0,0,7,209.396917638425,5,65,1,174,0,25,1,0,1,893.36946297896,0,4,1,0,25,2,0,3,0,0,0,22,3,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7792931000039","7798113301529","7798074861179","0","0",6,3425,193,0,0
"bytearray(b'$#4\xc0g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6199651,-58.389028,"POINT (-58.389028 -34.6199651)",0,4,0,4,87,0.128279883381924,2.24198250728863,480641090.184825,0.59297789336801,0.40702210663199,0,0,3,1,0,0,0,0,0,2,172.132070962641,3,73,6,151,0,14,0,0,1,672.622971664083,0,1,1,1,34,5,0,2,0,2,1,30,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790150425220","7790272001050","7790290001179","7790520014177","7790520017512",78,86,99,63,71
"bytearray(b'$#5\x1cg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6464888,-58.4613014,"POINT (-58.4613014 -34.6464888)",0,4,0,2,2959,0.144444444444444,2.96388888888889,71831697.6727743,0.522961574507966,0.477038425492034,0,0,0,0,0,0,0,0,0,5,0,1,16,1,83,2,31,0,0,1,873.458899771679,0,1,7,0,8,2,0,0,0,0,0,8,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798005888","7793147118884","7792798779277","7793147001827","7793147000769",194,55,5,1683,3
"bytearray(b'$#6<g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5596449,-58.460098,"POINT (-58.460098 -34.5596449)",0,2,0,2,1013,0.0119047619047619,2.01984126984127,133141365.285761,0.587426326129666,0.412573673870334,0,0,0,0,0,0,0,0,0,0,61.1354502077479,0,57,8,99,0,6,0,0,0,1424.16993221559,0,3,13,3,43,12,1,8,0,2,2,33,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7798119220015","7501064199847","7798119220183","7790036044323","7793147009199",194,9,5,48,196
"bytearray(b'$#9&g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5576862,-58.4468057,"POINT (-58.44680570000003 -34.5576862)",0,2,0,0,979,0,2.01216545012165,548623452.090155,0.545344619105199,0.454655380894801,0,0,0,0,0,1,0,0,0,3,43.7112227324111,2,35,3,59,0,10,1,0,1,825.708539833439,1,1,13,2,15,65,0,4,0,1,2,10,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"77980212","77980229","77980267","77980274","0",55,0,0,0,0
"bytearray(b'$#9\xe4g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5585669,-58.444578,"POINT (-58.44457799999998 -34.5585669)",1,2,0,0,980,0.0227272727272727,1.97727272727273,176318162.004376,0.547892720306513,0.452107279693487,0,0,1,0,1,1,0,0,1,3,44.013868757142,3,26,0,58,0,12,1,0,1,747.152462664021,0,1,13,0,14,4,0,3,0,1,0,10,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790895067570","7792798001927","7792798003587","7793147118822","7798062548679",194,5,4,195,9
"bytearray(b'$#a\xbag\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6030361,-58.4356611,"POINT (-58.4356611 -34.60303609999999)",0,3,0,2,1645,0.00267379679144385,1.98663101604278,482715213.939164,0.600269179004038,0.399730820995962,0,0,0,2,0,0,0,0,0,0,32.4606906353497,6,46,8,136,0,23,0,0,3,605.76231273831,0,1,15,0,37,14,0,2,0,3,0,32,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798005888","7793147118822","7791813777304","7790895012259","7791813423072",194,5,197,386,4
"bytearray(b'$#aeg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5914209,-58.5056429,"POINT (-58.5056429 -34.5914209)",0,1,0,0,856,0.0136986301369863,2.69041095890411,165178034.891006,0.526476578411405,0.473523421588595,0,0,1,0,0,0,0,0,0,3,173.116826183696,0,26,2,58,0,7,0,0,0,1304.68248224546,0,2,12,0,14,1,0,2,0,0,0,12,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790290001179","7791813423072","7791813426189","5060166690380","7790895009815",197,5,4,9,0
"bytearray(b'$#B\xbfg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6363977,-58.405826,"POINT (-58.40582599999999 -34.6363977)",0,2,0,3,2411,0.0257879656160458,2.68194842406877,238919653.991392,0.527777777777778,0.472222222222222,0,0,0,1,0,0,0,0,0,4,67.769965838933,0,46,12,108,0,9,1,0,1,400.866052072796,0,3,4,3,16,12,0,1,0,0,2,14,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798008858","101310918427966","7793147000769","7793147571412","7790315000422",194,6,0,0,0
"bytearray(b'$#b\xdbg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.588059,-58.5049146,"POINT (-58.504914600000006 -34.58805900000001)",0,1,0,0,855,0.0065359477124183,2.44226579520697,172051553.504209,0.551293487957181,0.448706512042819,0,0,1,0,0,0,0,0,1,4,53.7650555828823,1,26,2,61,0,3,0,0,0,1750.82287434608,0,3,12,2,13,5,0,1,0,0,2,12,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7796073001107","7798149110386","7791813420118","7792860001114","7790380002734",55,5,6,3,4
"bytearray(b'$#b|g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6179549,-58.398926,"POINT (-58.398926 -34.6179549)",0,5,0,4,2062,0.111842105263158,2.26644736842105,424798253.386931,0.515239477503628,0.484760522496372,0,0,2,0,0,0,0,0,0,1,0.00000000186264514,0,75,3,140,0,8,0,0,1,840.890045674529,0,3,3,1,27,8,0,1,0,3,1,23,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"7790290001193","5553232225000","7798119220183","7790895000997","7790895001000",197,5,9,6,170
"bytearray(b'$#Bng\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6162092,-58.4476797,"POINT (-58.44767969999998 -34.6162092)",1,5,0,2,2699,0.0652173913043478,2.3804347826087,450674346.208829,0.528538812785388,0.471461187214612,0,0,1,0,0,2,0,0,0,3,28.8536047080351,1,41,3,71,1,9,1,0,0,1457.24903270416,0,2,6,1,26,6,0,4,0,2,1,20,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790950000160","0","0","0","0",197,0,0,0,0
"bytearray(b'$#C\x1bg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5587255,-58.4690753,"POINT (-58.46907529999999 -34.55872549999999)",0,2,0,1,1202,0.0530973451327434,2.34218289085546,181838706.058896,0.554156171284635,0.445843828715365,0,0,0,0,0,0,0,0,0,1,0.00000000093132257,5,36,0,87,0,5,0,0,1,883.772486961788,0,1,13,0,31,3,0,4,0,0,0,27,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798005888","7793147000769","7793147118884","0","0",194,0,0,0,0
"bytearray(b'$#C\xd9g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.638638,-58.508269,"POINT (-58.508268999999984 -34.638638)",1,3,0,0,350,0.1,2.48518518518519,96466383.4848619,0.540983606557377,0.459016393442623,0,0,0,0,0,0,0,0,0,4,89.962897151659,0,27,7,50,1,18,0,0,0,1645.78971598704,0,2,10,0,9,1,0,1,0,0,0,8,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"7501064199847","7798062547788","7790290001193","7790950000160","7790895000997",194,6,197,9,5
"bytearray(b'$#D=g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6205475,-58.4534328,"POINT (-58.45343279999997 -34.6205475)",1,6,0,2,2710,0.100877192982456,2.43859649122807,161959790.801582,0.537769784172662,0.462230215827338,0,0,1,0,0,2,0,0,0,4,0.00000000279396772,4,38,0,83,0,6,0,0,0,1854.74294262772,0,1,6,0,17,2,0,4,0,2,0,11,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790290001193","0","0","0","0",197,0,0,0,0
"bytearray(b'$#dig\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5534211,-58.4617054,"POINT (-58.46170540000001 -34.5534211)",0,2,0,1,1175,0.156756756756757,2.22702702702703,249263330.108781,0.54126213592233,0.45873786407767,0,0,1,0,0,0,0,0,0,1,75.1355813160437,2,49,0,61,0,4,0,0,0,1886.88248147566,0,2,13,2,33,11,0,3,0,1,2,29,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7792798001293","7790250019565","7790290001179","17794450090499","7790577002219",194,82,197,195,71
"bytearray(b'$#e\xbag\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5949894,-58.417046,"POINT (-58.41704600000003 -34.5949894)",0,3,0,0,1373,0.0141509433962264,2.08962264150943,172082019.83984,0.525959367945824,0.474040632054176,0,0,3,2,0,0,0,0,0,4,93.6448679313984,1,53,2,87,0,10,1,0,1,564.316232216576,0,5,14,1,38,4,0,7,1,2,0,29,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"7792798003761","17794450090499","7784280517","7784280524","7784280548",194,195,3598,197,32
"bytearray(b'$#F\xc2g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6175853,-58.4471095,"POINT (-58.44710950000001 -34.6175853)",0,6,0,2,2700,0,2.2798833819242,484872137.484924,0.540920716112532,0.459079283887468,0,0,1,0,1,2,0,0,1,3,22.7236221029858,0,42,3,77,0,9,0,0,0,1545.82472928783,0,2,6,1,21,6,0,4,0,1,1,16,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7798159944377","7792798779277","7795232000524","7791250001345","0",195,194,197,0,0
"bytearray(b'$#f\xc3g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6122429,-58.4862955,"POINT (-58.48629549999998 -34.61224290000001)",0,3,0,0,535,0.115207373271889,2.43548387096774,147339365.951131,0.508987701040681,0.491012298959319,0,0,0,0,0,0,0,0,0,3,305.868409158489,0,27,2,62,0,5,0,0,0,1927.56303514547,0,1,11,1,12,0,0,1,0,0,1,11,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7790290001193","0","0","0","0",197,0,0,0,0
"bytearray(b'$#flg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.57096,-58.446638,"POINT (-58.44663800000001 -34.57096)",0,2,0,2,1141,0,2.13267813267813,493740476.278067,0.57258064516129,0.42741935483871,0,0,2,1,0,0,0,0,0,1,0,1,49,3,54,0,6,1,0,0,2390.82275620426,0,4,13,4,24,5,1,3,0,1,3,20,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790380002734","7790380002840","7790206006106","7793147000769","7790895000997",55,194,5,4,197
"bytearray(b'$#h\x8ag\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5770809,-58.448502,"POINT (-58.44850199999996 -34.5770809)",0,0,0,0,1156,0.0161943319838057,2.19433198380567,244736664.424897,0.540590405904059,0.459409594095941,0,0,1,0,0,0,0,0,0,1,0.00000000465661287,1,50,11,74,0,14,0,0,0,2875.84593869515,0,4,13,2,25,4,1,2,0,2,1,21,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798005888","7790380002734","7790895000430","7790895000997","7790895000782",55,194,5,6,4
"bytearray(b'$#h\xdbg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.629173,-58.464398,"POINT (-58.46439800000002 -34.62917300000001)",0,5,1,3,3105,0,2.17375886524823,309678065.338478,0.601957585644372,0.398042414355628,0,0,4,0,0,0,0,0,0,1,128.569625974521,1,62,9,97,0,5,1,0,1,883.636837626824,1,3,7,2,19,11,0,4,0,0,2,15,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790950131918","7791560000366","7791813050117","7792798002528","7792798992317",197,194,5,193,39
"bytearray(b'$#i~g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.58317,-58.4805811,"POINT (-58.48058109999999 -34.58317)",0,2,0,2,1654,0.00746268656716417,2.6455223880597,173777884.433134,0.52327221438646,0.47672778561354,0,0,0,0,0,0,0,0,3,8,275.666704495313,0,16,0,65,2,11,0,0,0,1200.14773610549,0,3,15,0,18,0,0,2,0,0,0,16,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"17790380028205","1779380028199","7790380002666","77940131","7798082741098",55,194,1683,53,54
"bytearray(b'$#jbg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5578151,-58.489986,"POINT (-58.48998599999999 -34.5578151)",0,2,0,0,825,0.00498753117206982,2.54364089775561,177276425.655029,0.549019607843137,0.450980392156863,0,0,2,0,0,0,0,0,1,6,204.366686479643,0,24,5,72,0,48,0,0,0,2321.03306017327,0,2,12,0,11,2,0,1,0,1,0,9,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7792798001927","7792798001965","7792798003563","7792798002528","7792798003587",194,195,5,0,0
"bytearray(b'$#K\x9ag\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6237439,-58.4017801,"POINT (-58.4017801 -34.6237439)",0,5,2,5,2144,0.214084507042254,2.55211267605634,165514814.924578,0.508830022075055,0.491169977924945,0,0,0,1,0,0,0,0,0,2,20.5768313414502,1,61,9,100,0,14,1,0,1,870.192502196624,1,3,3,1,26,8,0,1,0,3,1,22,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798005888","7790895000997","7792798779277","7798119220015","7795735000328",194,5,9,32,48
"bytearray(b'$#KAg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5670736,-58.4584726,"POINT (-58.45847259999999 -34.5670736)",0,4,0,2,1066,0,2.39340101522843,737383205.860471,0.569459172852598,0.430540827147402,0,0,0,0,0,0,0,0,0,1,57.1735934913975,4,52,4,85,1,13,0,0,0,1429.60952449011,1,4,13,2,37,13,0,8,0,2,2,27,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790895000997","7790895642081","7792798001293","7792798001323","7792798005888",194,5,6,4,3
"bytearray(b'$#L\xa8g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.562165,-58.451893,"POINT (-58.451892999999984 -34.562165)",0,3,0,2,1078,0,2.69905956112853,675378989.296255,0.549361207897793,0.450638792102207,0,0,0,0,0,0,0,0,0,1,153.431614542747,1,37,1,97,0,15,1,0,0,1650.08545695482,0,4,13,3,35,2,1,6,0,2,2,27,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7791250001345","7790250913313","7798119220015","7790577002165","7792798001927",197,195,9,82,194
"bytearray(b'$#N,g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6127436,-58.440349,"POINT (-58.44034899999997 -34.6127436)",0,6,0,1,2848,0.00505050505050505,2.31818181818182,451321905.198535,0.547385620915033,0.452614379084967,0,0,3,0,0,0,0,0,0,2,3.0260332350909,4,50,4,92,0,14,0,0,2,574.092416957965,0,3,6,1,33,8,0,4,0,2,1,27,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7795232000524","0","0","0","0",195,0,0,0,0
"bytearray(b'$#n\xceg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5684602,-58.4869482,"POINT (-58.4869482 -34.5684602)",1,2,0,1,722,0.00677966101694915,2.60338983050847,194117240.674684,0.540364583333333,0.459635416666667,0,0,0,1,0,0,0,0,0,3,95.4289352867755,1,46,1,78,0,20,0,0,0,1825.73703973451,0,2,12,1,22,2,0,3,0,0,1,19,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7793147001827","7792798001293","7790290001193","7792319065254","7792798002337",194,197,195,5,94
"bytearray(b'$#O\x8cg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6200834,-58.432019,"POINT (-58.43201899999997 -34.62008340000001)",0,4,0,2,2780,0.0157657657657658,2.17567567567568,560628414.922458,0.573498964803313,0.426501035196687,0,0,2,1,0,0,0,0,0,3,95.8351940171999,1,64,2,118,0,4,0,0,2,734.369268046057,0,2,6,1,36,6,0,9,0,0,1,27,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7790250015086","7790250913313","7790580116019","7792798005888","7793147009175",82,55,194,197,9
